Player,CC Player ID,Current Team,Teams,Playing Role,Batting Style,Bowling Style
Aliasgher Dossaji,1188866,Annadil Burhani,Annadil Burhani,All Rounder,Right Handed Batter,Right Arm Medium
Firoz Hatim Dahodwala,1174494,Annadil Burhani,"Annadil Burhani,Meru Royal Rhinos,Tembo Stars,Pacific Tembo Stars,Horizon Annadil Burhani,Buffalo Blasters,Jiuzhou Annadil Burhani,Simba Heroes",All Rounder,Right Handed Batter,Right Arm Medium
Huzeifa Alibhai,1174499,Annadil Seifee,"Annadil Seifee,Annadil Burhani",All Rounder,Right Handed Batter,Left Arm Leg Spin
Juzer Ghor,1174501,Annadil Seifee,"Annadil Seifee,Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Leg Spin
Khuzeima Burhanpur,1174498,Annadil Seifee,"Annadil Seifee,Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Medium
Khuzeima Janoowala,1174496,Annadil Burhani,"Annadil Burhani,Horizon Annadil Burhani,Jiuzhou Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Medium
Mohamed Wangawalla,1174500,Annadil Seifee,"Annadil Burhani,Annadil Seifee",All Rounder,Right Handed Batter,Right Arm Medium
Mufaddal Seifuddin,1174490,Annadil Burhani,"Annadil Burhani,Horizon Annadil Burhani,Jiuzhou Annadil Burhani",All Rounder,Right Handed Batter,Left Arm Off Spin
Murtaza Shk Kaderbhai,1174495,Annadil Burhani,"Annadil Burhani,Horizon Annadil Burhani,Jiuzhou Annadil Burhani",All Rounder,Right Handed Batter,Left Arm Off Spin
Mustafa Lukmanji,1174489,Annadil Burhani,"Annadil Burhani,Horizon Annadil Burhani,Dar Legends XI,Jiuzhou Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Off Spin
Farhan Wazir,1194336,Gp,Gp,All Rounder,Right Handed Batter,Right Arm Medium
Jamal Mnyeto,1194333,Gp,Gp,All Rounder,Right Handed Batter,Right Arm Medium
Mubashar Ali Bukhari,1194337,Gp,Gp,All Rounder,Right Handed Batter,Right Arm Medium
Nadeem Nasir,1194332,Gp,Gp,All Rounder,Right Handed Batter,Right Arm Medium
Sultan Qureshi,1194335,Azania Bank Pak Stars,"Gp,GP,Pak Stars,GP Pak Stars,Pak Stars B,Azania Bank Pak Stars,Azania Bank Stars",All Rounder,Right Handed Batter,Right Arm Medium
Zahid Naveed,1194334,Azania Bank Pak Stars,"Gp,GP,Pak Stars,GP Pak Stars,Pak Stars B,Azania Bank Pak Stars,Azania Bank Stars",All Rounder,Right Handed Batter,Right Arm Medium
Brijesh Bhadresa,1172830,Lions C,"Lions Castilla,Lions CC,Lions Leo,Lions C",All Rounder,Right Handed Batter,Right Arm Medium
Kassim Esmail,1172825,Lions Castilla,"Lions Castilla,Lions CC",Bowler,Right Handed Batter,Right Arm Medium
Mohin Ahmed,1172827,Lions Castilla,"Lions Castilla,Lions CC",Bowler,Right Handed Batter,Right Arm Medium
Muntazir Dada,1172826,Lions Castilla,"Lions Castilla,Lions CC",All Rounder,Right Handed Batter,Right Arm Medium
Qasim Ali,1172829,Gp,"Gp,Lions Castilla,Lions CC",Bowler,Right Handed Batter,Right Arm Fast
Ritesh Parmar,1172828,Lions CC,"Lions Castilla,Lions CC",All Rounder,Right Handed Batter,Right Arm Medium
Sameer Abdulrazak,1010157,Lions C,"Lions Castilla,Lions CC,Lions C",All Rounder,Right Handed Batter,Right Arm Medium
Shabbir Ragib,1172823,Annadil Seifee,"Lions Castilla,Annadil Seifee,Lions CC",All Rounder,Right Handed Batter,Right Arm Medium
Zaid Abdulmajid,1194351,Dar Black Panthers,"Dar Black Panthers,Lions Castilla,Royal Strikers CC,Lions CC",All Rounder,Right Handed Batter,Right Arm Off Spin
Anas Mansuri,1188885,Dar Black Panthers,"Dar Black Panthers,Alaf Aces",All Rounder,Right Handed Batter,Left Arm Medium
Anil Dobani,1188890,Sandy's Super Strikers,"Sandy's Super Strikers,Alaf Aces",All Rounder,Right Handed Batter,Right Arm Medium
Anirudh Godbole,1188889,Alaf Aces,Alaf Aces,All Rounder,Right Handed Batter,Right Arm Medium
Gulam Mehdi,1610248,Gymkhana B,"Dar Black Panthers,Alaf Aces,Gymkhana B",All Rounder,Right Handed Batter,Right Arm Medium
Hiren Sharma,1188892,Karibu Tanzanite DCC,"DCC,Alaf Aces,Dcc,Karibu Tanzanite DCC,Dcc A,Aces,Horizon Teleports DCC,GP Chui Challengers",All Rounder,Right Handed Batter,Left Arm Medium
Mahesh Soneji,1188882,Dar Tigers,"Dar Black Panthers,Alaf Aces,Dar Tigers",Bowler,Right Handed Batter,Right Arm Medium
Manish Nair,1188886,Alaf Aces,Alaf Aces,All Rounder,Right Handed Batter,Right Arm Medium
Omary Mandari,1188893,Alaf Aces,Alaf Aces,All Rounder,Right Handed Batter,Right Arm Medium
Pradeep Nayak,1378860,Lions C,"Lions C,Alaf Aces,Lions CC",Wicket Keeper,Right Handed Batter,Right Arm Medium
Pramod Hegde,1188883,Alaf Aces,Alaf Aces,All Rounder,Right Handed Batter,Right Arm Medium
Ravi Sriman,1378859,Alaf Aces,Alaf Aces,All Rounder,Right Handed Batter,Right Arm Medium
Ravi Walan,1188891,Alaf Aces,Alaf Aces,All Rounder,Right Handed Batter,Right Arm Medium
Raza Imaam,1194380,Union Sports Club,"Alaf Aces,Union Sports Club,Aces,Tembo Stars",All Rounder,Right Handed Batter,Right Arm Leg Spin
Sahil Khan,1188888,Alaf Aces,Alaf Aces,All Rounder,Right Handed Batter,Right Arm Medium
Salauddin Khalak,1188884,Upanga SC - B,"Alaf Aces,Alaf Aces B,Aces,Upanga SC - B",All Rounder,Right Handed Batter,Right Arm Medium
Shailesh Tripathi,1188894,Aces B,"Alaf Aces,Alaf Aces B,Aces B,Aces",All Rounder,Right Handed Batter,Right Arm Medium
Dhinesh Duraisamy,1172853,Tamil Nadu Sports Club,Tamil Nadu Sports Club,Wicket Keeper,Right Handed Batter,Right Arm Medium
Hari P,1172854,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Kamalrajan Kannan,1172855,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Karuppasamy Sakkaraisamy,1172856,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Madhankumar Arumugam,1172857,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Leg Spin
Manivannan Thillaikkannu,1172858,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Nirmalkumar Balakrishnan,1172859,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Prabhukumar Ramalingam,1172860,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Radha Ramasamy,1172861,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Ramesh Sundararajan,1172862,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Riyaz Naghoor Meeran Mytheen,1172863,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Off Spin
Santhosh Ayyapillai,1172864,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Sasi Mathi,1172866,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Off Spin
Sathish Natarajan,1172867,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Siva Rajamanickam,1172868,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Snehanand Yadav,1172869,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Sridhar Srinivasan,1172852,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Srikrishna Ghantasala,1172870,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Vinayak Sankarnarayanan,1172871,Tamil Nadu Sports Club,Tamil Nadu Sports Club,Bowler,Right Handed Batter,Right Arm Medium
Vincent Raj,1172872,Upanga SC - B,"Unisoft Rising Stars,Tamil Nadu Sports Club,Upanga SC - B",All Rounder,Right Handed Batter,Right Arm Medium
Ajaykumar Patel,1172836,Patel B,"Patel Brotherhood,Patel Brotherhood B,Patel B",All Rounder,Right Handed Batter,Left Arm Off Spin
Ankurkumar Shah,1172837,Patel B,"Patel Brotherhood,Patel Brotherhood A,Patel B",All Rounder,Right Handed Batter,Right Arm Medium
Avinash Patel,1226309,Patel Titans,"Patel Brotherhood,Patel Youths,Patel Brotherhood A,Patel Brotherhood B,Patel Titans,Ngorongoro Warriors,Twiga Stars",All Rounder,Right Handed Batter,Right Arm Medium
Chintan Bhai Amin,1172838,Patel Brotherhood,Patel Brotherhood,All Rounder,Right Handed Batter,Right Arm Medium
Dhavalkumar Patel,1172839,Patel Brotherhood A,"Patel Brotherhood,Patel Brotherhood A",All Rounder,Right Handed Batter,Right Arm Medium
Govind Routray,1194357,Unisoft Rising Stars,"Dar Black Panthers,Patel Brotherhood,Gymkhana B,Unisoft Rising Stars",Bowler,Right Handed Batter,Right Arm Fast
Hardik Patel,1172840,Gupta Upanga SC - B,"Gupta Upanga SC - B,Patel Brotherhood,Strikers A,Gupta Upanga SC - A,Upanga SC - B,Upanga Sports Club",All Rounder,Right Handed Batter,Right Arm Medium
Harsh Patel,1172841,Patel Brotherhood A,"Patel Brotherhood,Patel Brotherhood A",Wicket Keeper,Right Handed Batter,Left Arm Off Spin
Mandeep Singh,1172842,Unisoft Rising Stars,"Unisoft Rising Stars,Patel Brotherhood",All Rounder,Right Handed Batter,Right Arm Leg Spin
Mauleshkumar Patel,1172843,Patel B,"Patel Brotherhood,Patel Brotherhood B,Patel B,Patel Brotherhood A",All Rounder,Right Handed Batter,Right Arm Off Spin
Nishit Thakkar,1172844,Patel B,"Patel Brotherhood A,Patel B,Patel Brotherhood",All Rounder,Right Handed Batter,Right Arm Medium
Paras Patel,1172845,Patel Brotherhood B,"Patel Brotherhood B,Patel Brotherhood",All Rounder,Right Handed Batter,Right Arm Medium
Pinalkumar Patel,1172846,Patel Brotherhood A,"Patel Brotherhood,Patel Brotherhood A",All Rounder,Right Handed Batter,Left Arm Off Spin
Riken Patel,1172847,Gupta Upanga SC - B,"Petrofuel Stars,Azania Bank Upanga SC,Patel Brotherhood,FMED Upanga,Gupta Upanga SC - A,Upanga Sports Club,Strikers A,Rhino Challengers,Gupta Upanga SC - B,Black & Decker Upanga",All Rounder,Right Handed Batter,Right Arm Medium
Rinkesh Patel,1172848,Gupta Upanga SC - B,"Gupta Upanga SC - B,Patel Brotherhood,Strikers A,Gupta Upanga SC - A,Upanga SC - B",All Rounder,Right Handed Batter,Right Arm Medium
Riteshkumar Tailor,1172849,Patel Brotherhood A,"Patel Brotherhood,Patel Brotherhood A",All Rounder,Right Handed Batter,Right Arm Medium
Sachin Patel,1172850,Gupta Upanga SC - B,"Gupta Upanga SC - B,Patel Brotherhood,Strikers A,Upanga SC - B",Bowler,Right Handed Batter,Right Arm Fast
Yagnesh Patel,1172851,Patel Brotherhood A,"Patel Brotherhood,Patel Youths,Patel Brotherhood B,Patel C,LEGENDS,Patel Brotherhood A",All Rounder,Right Handed Batter,Right Arm Off Spin
Abhishek Rathod,1188905,Sandy's Super Strikers,"Sandy's Super Strikers,SKY Simba Kings,Sandy Super Strikers,Simba Kings",All Rounder,Right Handed Batter,Right Arm Medium
Amarendra Yadav,1194377,Sandy Super Strikers,Sandy Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Anand Monani,1188908,Sandy's Super Strikers,"Sandy's Super Strikers,Sandy Super Strikers",Wicket Keeper,Right Handed Batter,Left Arm Off Spin
Anwar Mohamed,1188915,Sandy's Super Strikers,"Sandy's Super Strikers,Sandy Super Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Harit Gandhi,1188904,Sandy's Super Strikers,"Sandy's Super Strikers,Sandy Super Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Harsh Desai,1194378,Sandy's Super Strikers,"Sandy's Super Strikers,Sandy Super Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Jaimin Panchal,1188913,Sandy's Super Strikers,"Sandy's Super Strikers,Sandy Super Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Jitu Ramani,1188911,Sandy's Super Strikers,"Sandy's Super Strikers,Sandy Super Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Mahesh Chilla,1209195,K&p Constructions,"K&p Constructions,Sandy Super Strikers,K&P Constructions",All Rounder,Right Handed Batter,Right Arm Medium
Mohammed Ali,1188912,Sandy's Super Strikers,"Sandy's Super Strikers,Sandy Super Strikers",All Rounder,Right Handed Batter,Right Arm Leg Spin
Narendra Kumar,1188909,Sandy's Super Strikers,"Sandy's Super Strikers,Sandy Super Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Pinkal Patel,1249458,Sandy Super Strikers,Sandy Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Raghunatha Chilla,1618319,K&P Constructions,"K&p Constructions,Sandy Super Strikers,K&P Constructions",Bowler,Right Handed Batter,Right Arm Medium
Rajat Basu,1209318,Strikers B,"Sandy's Super Strikers,Sandy Super Strikers,Strikers B",All Rounder,Right Handed Batter,Right Arm Medium
Sukur Basha,1188910,K&p Constructions,"K&p Constructions,Sandy Super Strikers,K&P Constructions",All Rounder,Right Handed Batter,Right Arm Medium
Tushar Mehta,1188907,Sandy Super Strikers,Sandy Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Yogin Patel,1188906,Sandy's Super Strikers,"Sandy's Super Strikers,Sandy Super Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Hemedi Abbas,1208697,Kingalu Boys,"Kingalu Boys,Aces B,Moro Stars,Aces,GP Pak Stars,Uluguru Stars,Aces A,Azania Bank Stars,GP",All Rounder,Right Handed Batter,Right Arm Medium
Dipen Varsani,1196930,Estim,Estim,All Rounder,Right Handed Batter,Right Arm Medium
Himanshu Darji,1210150,Gupta Upanga SC - B,"Gupta Upanga SC - B,Dar Black Panthers,St. Gobain Strikers,Strikers A,Gupta Upanga SC - A,Upanga SC - B",All Rounder,Right Handed Batter,Right Arm Off Spin
Ravi Kumar,1404368,Tamil Nadu Sports Club,"Aruti Aces B,Alaf Aces,Alaf Aces B,Tamil Nadu Sports Club,Aces",All Rounder,Right Handed Batter,Right Arm Medium
Vinit Kumar,1498532,Caravans,Caravans,All Rounder,Right Handed Batter,Right Arm Medium
Viraj Shukla,1452590,Gymkhana,"Dar Black Panthers,Gymkhana,JiuZhou Gymkhana,ICONS,TITANS",All Rounder,Right Handed Batter,Right Arm Medium
Emmanuel Laurent,1721367,Kinondoni Boys,"Upanga Warriors,Patel Brotherhood A,Ilala Boys U18,Aces,Dar Indian Titans,Sklpsc,Tca Development,TCA Dar Combine,Alaf Aces,Gymkhana B,Patel C,Dar Boys,Mikumi Hitters,Kilimanjaro Boys,Kinondoni Boys,Gymkhana,TCA BOYS U19,Dar Youth Combine,TCA Combine,Dar Combine,GP",Bowler,Right Handed Batter,Right Arm Off Spin
Nasibu Kelvin Mapunda,1617309,Balakrishna Foundation Aces,"Ngorongoro Titans,Tanzania XI,Tanzania,Aces,Caravans,Aces A,GALAXIES,Royal Rhinos,GP Chui Challengers,Ashton Buffalo Blasters,E-Parking Aces,Alliance Caravans,Twiga Titans,Balakrishna Foundation Aces,Buffalo Gladiators",Wicket Keeper,Right Handed Batter,Right Arm Medium
Ajis Rabadiya,1439353,Gupta Upanga SC - B,"Gupta Upanga SC - B,St. Gobain Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Arif Khatri,1445982,Strikers B,"Strikers B,Aksc,Aksc B,Dar Legends XI,St. Gobain Strikers,Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Munaf Macchar,1599732,Patel Titans,"Patel Youths,Strikers B,Patel Titans,Patel C,St. Gobain Strikers,Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Manoj Gondaliya,1451506,Sklpsc,"Sklpsc,Ateme Sklpsc,Sklpsc B",All Rounder,Right Handed Batter,Right Arm Medium
Narendra Varsani,1721360,Sklpsc B,"Sklpsc,Honest Logistics Sklpsc,Ateme Sklpsc,Sklpsc B",All Rounder,Right Handed Batter,Right Arm Medium
Alhaj Sadick,1618557,Specialized K&P B,"Aksc,TCA Combine,Tembo Warriors,Aksc B,Tanga Combine U18,Amboni Stars,Sandy's Super Strikers,Specialized K&P B,STARS,G1 Buffalo Blasters,Tembo Stars,Tanga Combine,Aurobindo Aksc,Pacific Tembo Stars,KINGS,Dar Motor36 Stars,I&M Aurobindo Aksc,Tanzania U19,Twiga Masters",All Rounder,Right Handed Batter,Right Arm Medium
Mehul Jayantbhai,1618555,Patel B,"Patel Brotherhood A,Patel Brotherhood,Aksc,Patel B",Bowler,Right Handed Batter,Right Arm Medium
Sefu Athuman,1618556,Aurobindo Aksc,"Ngorongoro Titans,Aksc B,Amboni Stars,Aksc,Royal Rhinos,Delaware Twiga Titans,CTV Royal Rhinos,Aurobindo Aksc,EMPERORS,Buffalo Blasters,Uluguru Stars,Tanzania U19,Simba Heroes",All Rounder,Right Handed Batter,Right Arm Off Spin
Deepak Doshi,1452591,Gymkhana B,"Gymkhana,Gymkhana B",All Rounder,Right Handed Batter,Right Arm Off Spin
Aziz Paliwala,1567794,Annadil Burhani,Annadil Burhani,All Rounder,Right Handed Batter,Right Arm Leg Spin
Abdulwahid Mohamed,1455705,Aces B,"DCC,Aces B,Dcc,Dcc A,Aces A,Horizon Teleports DCC,Buffalo Gladiators",All Rounder,Right Handed Batter,Left Arm Leg Spin
Muhib Usman,1601161,Strikers B,"DCC,Strikers B,Dcc,Horizon Teleports DCC",Bowler,Right Handed Batter,Right Arm Off Spin
Franco F,1455735,Dik Diks,Dik Diks,All Rounder,Right Handed Batter,Right Arm Medium
Harrison H,1455736,Dik Diks,Dik Diks,All Rounder,Right Handed Batter,Right Arm Medium
Henry Jones,1455737,Dik Diks,Dik Diks,All Rounder,Right Handed Batter,Right Arm Medium
Ian Boddon,1455738,Dik Diks,Dik Diks,All Rounder,Right Handed Batter,Right Arm Medium
Ekram Jaleel,1533389,Mcc,Mcc,All Rounder,Right Handed Batter,Right Arm Leg Spin
Jitu Haridas,1533492,Mcc,Mcc,All Rounder,Right Handed Batter,Right Arm Medium
Jatin Prajapati,1520390,Balakrishna Foundation Aces,"K&p Constructions,Alaf Aces,Aruti Aces B,Aces B,Alaf Aces B,Aces,Aces A,Reliance Simba Kings,Reliance Twiga Titans,Simba Kings,Balakrishna Foundation Aces,GIANTS,Aruti Aces",All Rounder,Right Handed Batter,Right Arm Medium
Vijeth Raj,1563320,Unisoft Rising Stars,"K&p Constructions,Unisoft Rising Stars,Alaf Aces",All Rounder,Right Handed Batter,Right Arm Medium
Gulraiz Hydari,1520391,Park Mobile Lions,"Lions CC,Lions Cricket Club,Royal Rhinos,Lions Castilla,Reliance Twiga Titans,All Season Lions,Kaon Lions,Lions A,Park Mobile Lions,TITANS,Twiga Masters",All Rounder,Right Handed Batter,Right Arm Off Spin
Aftab Manji,1567805,Union Sports Club,Union Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Sajjad Sumar,1563319,Union Sports Club,Union Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Shaheed Dhanani,1474000,Union Sports Club,"Union Sports Club,LEGENDS",All Rounder,Right Handed Batter,Right Arm Medium
Ahmed Ali,1485752,Alaf Aces,Alaf Aces,All Rounder,Right Handed Batter,Right Arm Medium
Abhay Lohar,1520326,Mcc,Mcc,All Rounder,Right Handed Batter,Right Arm Medium
Karim Rashidi Kiseto,1520324,Park Mobile Lions,"Ngorongoro Titans,Tanga Academy U18,Lions Cricket Club,Lions B,Usambara Development,Mcc,Upanga Sports Club,Lions C,Upanga SC - B,Simba Kings,GP Chui Challengers,Tanga Boys,Ashton Buffalo Blasters,Kilimanjaro Boys,Lions Academy,All Season Lions,FMED Upanga,Lions A,Park Mobile Lions,Twiga Masters,Black & Decker Upanga",All Rounder,Right Handed Batter,Right Arm Medium
Mohammed Yunus,1520325,Gymkhana,"Alliance Stars,Gymkhana,Amboni Stars,Mcc,Kilimanjaro Aces,Chui Challengers,GP Chui Challengers,CTV Royal Rhinos,NTS Bosch Gymkhana,JiuZhou Gymkhana,Simba Kings,Tanzania,Tanzania U19,DTB Gymkhana,Simba Heroes",All Rounder,Right Handed Batter,Right Arm Fast
Mit Sinai,1707414,Aksc B,"Aksc,Aksc B",All Rounder,Right Handed Batter,Right Arm Medium
Prem Bajaria,1707415,Aksc B,"Aksc,Aksc B",Bowler,Right Handed Batter,Left Arm Off Spin
Subira Mohammed,1705961,Aksc,Aksc,All Rounder,Right Handed Batter,Right Arm Medium
Manish Hirani,1721359,Sklpsc B,"Sklpsc B,Sklpsc",All Rounder,Right Handed Batter,Right Arm Off Spin
Chirag Trivedi,1527868,Patel Brotherhood A,"Patel Brotherhood A,Strikers A,Patel Brotherhood,St. Gobain Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Hitesh Gorasiya,1520421,Estim B,"Pigabet Estim,Estim B,Estim,Estim A",Bowler,Right Handed Batter,Right Arm Off Spin
Hitesh Kerai,1520422,Estim B,"Pigabet Estim,Estim A,Estim,Estim B",Bowler,Right Handed Batter,Right Arm Medium
Lalji Devshi Halai,1527956,Estim,Estim,All Rounder,Right Handed Batter,Right Arm Medium
Adam Tapya,1619449,Annadil Seifee,"Annadil Seifee,Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Medium
Alaqmar Shakir,1726540,Annadil Burhani,"Annadil Burhani,Horizon Annadil Burhani,Annadil Burhani Tanga,Jiuzhou Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Medium
Burhanuddin Janoowalla,1619440,Annadil Burhani,"Annadil Burhani,Annadil Seifee",All Rounder,Right Handed Batter,Right Arm Medium
Imran Essajee,1619448,Annadil Seifee,"Annadil Seifee,Annadil Burhani,Horizon Annadil Burhani",Bowler,Right Handed Batter,Left Arm Off Spin
Mufaddal Patel,1619429,Annadil Burhani,"Annadil Burhani,Annadil Seifee,Jiuzhou Annadil Burhani",Bowler,Right Handed Batter,Left Arm Medium
Murtaza Alibhai,1619450,Annadil Burhani,Annadil Burhani,All Rounder,Right Handed Batter,Right Arm Off Spin
Mustafa Sulemanji,714830,Annadil Burhani,"Annadil Burhani,Horizon Annadil Burhani,Jiuzhou Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Leg Spin
Quresh Karimjee,1619431,Annadil Burhani,"Annadil Burhani,Horizon Annadil Burhani,Jiuzhou Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Medium
Taher Essajee,1620075,Annadil Seifee,"Annadil Seifee,Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Off Spin
Taher Jivajee,1619441,ICONS,"Annadil Burhani,ICONS,Annadil Seifee",All Rounder,Right Handed Batter,Left Arm Medium
Chetan Mamillapalle,1621288,K&p Constructions,"K&p Constructions,K&P Constructions",All Rounder,Right Handed Batter,Right Arm Leg Spin
Harish Munuganti,1618320,Specialized K&P A,"Specialized K&P A,K&p Constructions,K&P Constructions",All Rounder,Right Handed Batter,Right Arm Medium
Jaya Chandra Palakuru,1618321,K&P Constructions,"K&p Constructions,K&P Constructions",All Rounder,Right Handed Batter,Right Arm Medium
Naga Kiran Muthyala,1619424,Specialized K&P A,"Specialized K&P A,K&p Constructions,K&P Constructions",All Rounder,Right Handed Batter,Right Arm Off Spin
Naresh Medarametla,1618323,K&p Constructions,K&p Constructions,All Rounder,Right Handed Batter,Right Arm Medium
Poojith Gottipati,1618322,K&p Constructions,K&p Constructions,All Rounder,Right Handed Batter,Right Arm Medium
Shaik Abdul Shaheel,1618316,Specialized K&P A,"Specialized K&P A,K&p Constructions,K&P Constructions",All Rounder,Right Handed Batter,Right Arm Medium
Veera Bhadra Rao Kallakauri,1619423,K&p Constructions,K&p Constructions,All Rounder,Right Handed Batter,Right Arm Medium
Vishwanath Bathala,1618318,K&p Constructions,"K&p Constructions,K&P Constructions",All Rounder,Right Handed Batter,Right Arm Medium
Abdulrazak Sameer,1612816,Lions C,"Lions Castilla,Lions Cricket Club,Lions Academy,Lions Leo,Lions CC,Lions C,Lions Youths,Manyara Heroes",All Rounder,Right Handed Batter,Right Arm Medium
Abubakar Selemani,1612820,Park Mobile Lions,"Upanga Warriors,Lions Cricket Club,Dar Tigers,Ilala Boys U18,Lions Castilla,Lions CC,Kilimanjaro Aces,Lions Youths,GALAXIES,Royal Rhinos,G1 Buffalo Blasters,Reliance Twiga Titans,EMPERORS,All Season Lions,Kaon Lions,Lions Leo,Buffalo Blasters,TCA BOYS U19,Lions A,Park Mobile Lions,Dar Combine,Rhino Challengers",Bowler,Right Handed Batter,Right Arm Medium
Amaan Sameer,1612817,Lions C,"Lions B,Lions Cricket Club,Lions Academy,Lions Castilla,Lions CC,Lions Leo,Lions C,Lions Youths,Manyara Heroes,Strikers,EMPERORS,All Season Lions,Kaon Lions",All Rounder,Right Handed Batter,Right Arm Medium
Meet Bhalia,1612815,Lions CC,"Lions Academy,Lions CC",All Rounder,Right Handed Batter,Right Arm Off Spin
Amal Ks,1640096,Zanzibar Cricket Club,"Mcc,Zanzibar Cricket Club",All Rounder,Right Handed Batter,Right Arm Medium
Biju Ram,1619512,Mcc,Mcc,All Rounder,Right Handed Batter,Right Arm Medium
Dinesh Rana,1619513,Mcc,Mcc,All Rounder,Right Handed Batter,Right Arm Medium
Geofin Tg,1640098,Mcc,Mcc,Bowler,Right Handed Batter,Right Arm Fast
Hitesh Valambia,1640097,Mcc,Mcc,All Rounder,Right Handed Batter,Right Arm Medium
Mwanji Joseph Changae,1619514,Mcc,Mcc,All Rounder,Right Handed Batter,Right Arm Medium
Shijil Aliyadath,1622355,Mcc,Mcc,All Rounder,Right Handed Batter,Right Arm Medium
Sreyas Puthiyeduthe,1619516,Mcc,Mcc,All Rounder,Right Handed Batter,Left Arm Off Spin
Sudheer Kumar,1619517,Mcc,Mcc,All Rounder,Right Handed Batter,Right Arm Medium
Zanub Ahamed,1640099,Mcc,Mcc,All Rounder,Right Handed Batter,Right Arm Medium
Abbas Virjee,1378386,Union Sports Club,Union Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Ali Rehemtulla,1621303,Union Sports Club,Union Sports Club,Wicket Keeper,Right Handed Batter,Right Arm Medium
Mohamed Ramzan Sachedina,1621269,Union Sports Club,Union Sports Club,All Rounder,Right Handed Batter,Right Arm Off Spin
Musadiq Damji,1621268,Union Sports Club,Union Sports Club,Bowler,Right Handed Batter,Right Arm Fast
Shehzad Merali,1621271,Union Sports Club,Union Sports Club,Bowler,Right Handed Batter,Right Arm Leg Spin
Bharat Kara,1639157,Estim,Estim,All Rounder,Right Handed Batter,Right Arm Medium
Dinesh Varsani,1639151,Estim B,"Estim B,Estim",All Rounder,Right Handed Batter,Right Arm Medium
Jagdish Gorasiya,1639152,Estim,Estim,Bowler,Right Handed Batter,Right Arm Medium
Jayantilal Kerai,1639160,Estim,Estim,All Rounder,Right Handed Batter,Right Arm Off Spin
Kalpesh Gorasiya,1639159,Estim,Estim,All Rounder,Right Handed Batter,Right Arm Medium
Kanti Bhuva,1639158,Estim B,"Estim B,Estim",Wicket Keeper,Right Handed Batter,Left Arm Leg Spin
